ID,Vehicles,Lower_Bound,Upper_Bound,Junction
20171008043.0,,,,3
20171008044.0,,,,4
20171008051.0,74.0,55.0,92.0,1
20171008052.0,,,,2
20171008053.0,,,,3
20171008054.0,,,,4
20171008061.0,74.0,56.0,90.0,1
20171008062.0,,,,2
20171008063.0,,,,3
20171008064.0,,,,4
20171008071.0,74.0,56.0,94.0,1
20171008072.0,,,,2
20171008073.0,,,,3
20171008074.0,,,,4
20171008081.0,74.0,56.0,94.0,1
20171008082.0,,,,2
20171008083.0,,,,3
20171008084.0,,,,4
20171008091.0,75.0,56.0,94.0,1
20171008092.0,,,,2
20171008093.0,,,,3
20171008094.0,,,,4
20171008101.0,75.0,57.0,93.0,1
20171008102.0,,,,2
20171008103.0,,,,3
20171008104.0,,,,4
20171008111.0,76.0,58.0,94.0,1
20171008112.0,,,,2
20171008113.0,,,,3
20171008114.0,,,,4
20171008121.0,76.0,57.0,93.0,1
20171008122.0,,,,2
20171008123.0,,,,3
20171008124.0,,,,4
20171008131.0,77.0,59.0,94.0,1
20171008132.0,,,,2
20171008133.0,,,,3
20171008134.0,,,,4
20171008141.0,77.0,59.0,95.0,1
20171008142.0,,,,2
20171008143.0,,,,3
20171008144.0,,,,4
20171008151.0,78.0,60.0,97.0,1
20171008152.0,,,,2
20171008153.0,,,,3
20171008154.0,,,,4
20171008161.0,78.0,61.0,96.0,1
20171008162.0,,,,2
20171008163.0,,,,3
20171008164.0,,,,4
20171008171.0,79.0,62.0,97.0,1
20171008172.0,,,,2
20171008173.0,,,,3
20171008174.0,,,,4
20171008181.0,80.0,61.0,98.0,1
20171008182.0,,,,2
20171008183.0,,,,3
20171008184.0,,,,4
20171008191.0,81.0,63.0,99.0,1
20171008192.0,,,,2
20171008193.0,,,,3
20171008194.0,,,,4
20171008201.0,81.0,63.0,99.0,1
20171008202.0,,,,2
20171008203.0,,,,3
20171008204.0,,,,4
20171008211.0,82.0,64.0,101.0,1
20171008212.0,,,,2
20171008213.0,,,,3
20171008214.0,,,,4
20171008221.0,83.0,65.0,102.0,1
20171008222.0,,,,2
20171008223.0,,,,3
20171008224.0,,,,4
20171008231.0,84.0,65.0,102.0,1
20171008232.0,,,,2
20171008233.0,,,,3
20171008234.0,,,,4
20171009001.0,85.0,67.0,102.0,1
20171009002.0,,,,2
20171009003.0,,,,3
20171009004.0,,,,4
20171009011.0,86.0,68.0,104.0,1
20171009012.0,,,,2
20171009013.0,,,,3
20171009014.0,,,,4
20171009021.0,86.0,68.0,104.0,1
20171009022.0,,,,2
20171009023.0,,,,3
20171009024.0,,,,4
20171009031.0,87.0,69.0,106.0,1
20171009032.0,,,,2
20171009033.0,,,,3
20171009034.0,,,,4
20171009041.0,88.0,68.0,106.0,1
20171009042.0,,,,2
20171009043.0,,,,3
20171009044.0,,,,4
20171009051.0,89.0,70.0,107.0,1
20171009052.0,,,,2
20171009053.0,,,,3
20171009054.0,,,,4
20171009061.0,90.0,72.0,107.0,1
20171009062.0,,,,2
20171009063.0,,,,3
20171009064.0,,,,4
20171009071.0,91.0,72.0,109.0,1
20171009072.0,,,,2
20171009073.0,,,,3
20171009074.0,,,,4
20171009081.0,91.0,74.0,110.0,1
20171009082.0,,,,2
20171009083.0,,,,3
20171009084.0,,,,4
20171009091.0,92.0,72.0,109.0,1
20171009092.0,,,,2
20171009093.0,,,,3
20171009094.0,,,,4
20171009101.0,93.0,74.0,110.0,1
20171009102.0,,,,2
20171009103.0,,,,3
20171009104.0,,,,4
20171009111.0,94.0,75.0,112.0,1
20171009112.0,,,,2
20171009113.0,,,,3
20171009114.0,,,,4
20171009121.0,94.0,76.0,112.0,1
20171009122.0,,,,2
20171009123.0,,,,3
20171009124.0,,,,4
20171009131.0,95.0,75.0,112.0,1
20171009132.0,,,,2
20171009133.0,,,,3
20171009134.0,,,,4
20171009141.0,95.0,77.0,111.0,1
20171009142.0,,,,2
20171009143.0,,,,3
20171009144.0,,,,4
20171009151.0,96.0,78.0,114.0,1
20171009152.0,,,,2
20171009153.0,,,,3
20171009154.0,,,,4
20171009161.0,96.0,78.0,115.0,1
20171009162.0,,,,2
20171009163.0,,,,3
20171009164.0,,,,4
20171009171.0,97.0,77.0,115.0,1
20171009172.0,,,,2
20171009173.0,,,,3
20171009174.0,,,,4
20171009181.0,97.0,79.0,114.0,1
20171009182.0,,,,2
20171009183.0,,,,3
20171009184.0,,,,4
20171009191.0,97.0,80.0,116.0,1
20171009192.0,,,,2
20171009193.0,,,,3
20171009194.0,,,,4
20171009201.0,98.0,79.0,116.0,1
20171009202.0,,,,2
20171009203.0,,,,3
20171009204.0,,,,4
20171009211.0,98.0,79.0,117.0,1
20171009212.0,,,,2
20171009213.0,,,,3
20171009214.0,,,,4
20171009221.0,98.0,80.0,116.0,1
20171009222.0,,,,2
20171009223.0,,,,3
20171009224.0,,,,4
20171009231.0,98.0,79.0,116.0,1
20171009232.0,,,,2
20171009233.0,,,,3
20171009234.0,,,,4
20171010001.0,98.0,79.0,116.0,1
20171010002.0,,,,2
20171010003.0,,,,3
20171010004.0,,,,4
20171010011.0,98.0,79.0,117.0,1
20171010012.0,,,,2
20171010013.0,,,,3
20171010014.0,,,,4
20171010021.0,99.0,78.0,116.0,1
20171010022.0,,,,2
20171010023.0,,,,3
20171010024.0,,,,4
20171010031.0,99.0,81.0,117.0,1
20171010032.0,,,,2
20171010033.0,,,,3
20171010034.0,,,,4
20171010041.0,98.0,80.0,117.0,1
20171010042.0,,,,2
20171010043.0,,,,3
20171010044.0,,,,4
20171010051.0,98.0,81.0,117.0,1
20171010052.0,,,,2
20171010053.0,,,,3
20171010054.0,,,,4
20171010061.0,98.0,81.0,117.0,1
20171010062.0,,,,2
20171010063.0,,,,3
20171010064.0,,,,4
20171010071.0,98.0,80.0,116.0,1
20171010072.0,,,,2
20171010073.0,,,,3
20171010074.0,,,,4
20171010081.0,98.0,80.0,116.0,1
20171010082.0,,,,2
20171010083.0,,,,3
20171010084.0,,,,4
20171010091.0,98.0,80.0,117.0,1
20171010092.0,,,,2
20171010093.0,,,,3
20171010094.0,,,,4
20171010101.0,98.0,79.0,115.0,1
20171010102.0,,,,2
20171010103.0,,,,3
20171010104.0,,,,4
20171010111.0,98.0,81.0,118.0,1
20171010112.0,,,,2
20171010113.0,,,,3
20171010114.0,,,,4
20171010121.0,98.0,79.0,117.0,1
20171010122.0,,,,2
20171010123.0,,,,3
20171010124.0,,,,4
20171010131.0,97.0,80.0,115.0,1
20171010132.0,,,,2
20171010133.0,,,,3
20171010134.0,,,,4
20171010141.0,97.0,79.0,115.0,1
20171010142.0,,,,2
20171010143.0,,,,3
20171010144.0,,,,4
20171010151.0,97.0,78.0,115.0,1
20171010152.0,,,,2
20171010153.0,,,,3
20171010154.0,,,,4
20171010161.0,97.0,80.0,116.0,1
20171010162.0,,,,2
20171010163.0,,,,3
20171010164.0,,,,4
20171010171.0,97.0,79.0,114.0,1
20171010172.0,,,,2
20171010173.0,,,,3
20171010174.0,,,,4
20171010181.0,97.0,79.0,115.0,1
20171010182.0,,,,2
20171010183.0,,,,3
20171010184.0,,,,4
20171010191.0,96.0,78.0,114.0,1
20171010192.0,,,,2
20171010193.0,,,,3
20171010194.0,,,,4
20171010201.0,96.0,77.0,114.0,1
20171010202.0,,,,2
20171010203.0,,,,3
20171010204.0,,,,4
20171010211.0,96.0,78.0,116.0,1
20171010212.0,,,,2
20171010213.0,,,,3
20171010214.0,,,,4
20171010221.0,96.0,79.0,116.0,1
20171010222.0,,,,2
20171010223.0,,,,3
20171010224.0,,,,4
20171010231.0,96.0,78.0,115.0,1
20171010232.0,,,,2
20171010233.0,,,,3
20171010234.0,,,,4
20171011001.0,96.0,78.0,115.0,1
20171011002.0,,,,2
20171011003.0,,,,3
20171011004.0,,,,4
20171011011.0,96.0,77.0,114.0,1
20171011012.0,,,,2
20171011013.0,,,,3
20171011014.0,,,,4
20171011021.0,96.0,79.0,113.0,1
20171011022.0,,,,2
20171011023.0,,,,3
20171011024.0,,,,4
20171011031.0,96.0,77.0,113.0,1
20171011032.0,,,,2
20171011033.0,,,,3
20171011034.0,,,,4
20171011041.0,96.0,78.0,115.0,1
20171011042.0,,,,2
20171011043.0,,,,3
20171011044.0,,,,4
20171011051.0,96.0,78.0,114.0,1
20171011052.0,,,,2
20171011053.0,,,,3
20171011054.0,,,,4
20171011061.0,96.0,77.0,115.0,1
20171011062.0,,,,2
20171011063.0,,,,3
20171011064.0,,,,4
20171011071.0,96.0,77.0,115.0,1
20171011072.0,,,,2
20171011073.0,,,,3
20171011074.0,,,,4
20171011081.0,96.0,79.0,115.0,1
20171011082.0,,,,2
20171011083.0,,,,3
20171011084.0,,,,4
20171011091.0,96.0,77.0,114.0,1
20171011092.0,,,,2
20171011093.0,,,,3
20171011094.0,,,,4
20171011101.0,96.0,77.0,114.0,1
20171011102.0,,,,2
20171011103.0,,,,3
20171011104.0,,,,4
20171011111.0,96.0,76.0,114.0,1
20171011112.0,,,,2
20171011113.0,,,,3
20171011114.0,,,,4
20171011121.0,96.0,76.0,113.0,1
20171011122.0,,,,2
20171011123.0,,,,3
20171011124.0,,,,4
20171011131.0,96.0,77.0,114.0,1
20171011132.0,,,,2
20171011133.0,,,,3
20171011134.0,,,,4
20171011141.0,96.0,76.0,114.0,1
20171011142.0,,,,2
20171011143.0,,,,3
20171011144.0,,,,4
20171011151.0,96.0,79.0,114.0,1
20171011152.0,,,,2
20171011153.0,,,,3
20171011154.0,,,,4
20171011161.0,96.0,78.0,114.0,1
20171011162.0,,,,2
20171011163.0,,,,3
20171011164.0,,,,4
20171011171.0,96.0,78.0,113.0,1
20171011172.0,,,,2
20171011173.0,,,,3
20171011174.0,,,,4
20171011181.0,96.0,78.0,114.0,1
20171011182.0,,,,2
20171011183.0,,,,3
20171011184.0,,,,4
20171011191.0,96.0,76.0,113.0,1
20171011192.0,,,,2
20171011193.0,,,,3
20171011194.0,,,,4
20171011201.0,96.0,77.0,113.0,1
20171011202.0,,,,2
20171011203.0,,,,3
20171011204.0,,,,4
20171011211.0,96.0,79.0,115.0,1
20171011212.0,,,,2
20171011213.0,,,,3
20171011214.0,,,,4
20171011221.0,96.0,78.0,114.0,1
20171011222.0,,,,2
20171011223.0,,,,3
20171011224.0,,,,4
20171011231.0,96.0,78.0,116.0,1
20171011232.0,,,,2
20171011233.0,,,,3
20171011234.0,,,,4
20171012001.0,96.0,77.0,114.0,1
20171012002.0,,,,2
20171012003.0,,,,3
20171012004.0,,,,4
20171012011.0,96.0,78.0,115.0,1
20171012012.0,,,,2
20171012013.0,,,,3
20171012014.0,,,,4
20171012021.0,96.0,77.0,114.0,1
20171012022.0,,,,2
20171012023.0,,,,3
20171012024.0,,,,4
20171012031.0,96.0,79.0,112.0,1
20171012032.0,,,,2
20171012033.0,,,,3
20171012034.0,,,,4
20171012041.0,96.0,77.0,116.0,1
20171012042.0,,,,2
20171012043.0,,,,3
20171012044.0,,,,4
20171012051.0,96.0,77.0,112.0,1
20171012052.0,,,,2
20171012053.0,,,,3
20171012054.0,,,,4
20171012061.0,96.0,78.0,115.0,1
20171012062.0,,,,2
20171012063.0,,,,3
20171012064.0,,,,4
20171012071.0,96.0,78.0,116.0,1
20171012072.0,,,,2
20171012073.0,,,,3
20171012074.0,,,,4
20171012081.0,96.0,77.0,115.0,1
20171012082.0,,,,2
20171012083.0,,,,3
20171012084.0,,,,4
20171012091.0,96.0,78.0,115.0,1
20171012092.0,,,,2
20171012093.0,,,,3
20171012094.0,,,,4
20171012101.0,96.0,78.0,114.0,1
20171012102.0,,,,2
20171012103.0,,,,3
20171012104.0,,,,4
20171012111.0,96.0,78.0,116.0,1
20171012112.0,,,,2
20171012113.0,,,,3
20171012114.0,,,,4
20171012121.0,96.0,77.0,114.0,1
20171012122.0,,,,2
20171012123.0,,,,3
20171012124.0,,,,4
20171012131.0,96.0,78.0,113.0,1
20171012132.0,,,,2
20171012133.0,,,,3
20171012134.0,,,,4
20171012141.0,96.0,76.0,114.0,1
20171012142.0,,,,2
20171012143.0,,,,3
20171012144.0,,,,4
20171012151.0,96.0,77.0,113.0,1
20171012152.0,,,,2
20171012153.0,,,,3
20171012154.0,,,,4
20171012161.0,96.0,78.0,114.0,1
20171012162.0,,,,2
20171012163.0,,,,3
20171012164.0,,,,4
20171012171.0,96.0,77.0,115.0,1
20171012172.0,,,,2
20171012173.0,,,,3
20171012174.0,,,,4
20171012181.0,96.0,78.0,113.0,1
20171012182.0,,,,2
20171012183.0,,,,3
20171012184.0,,,,4
20171012191.0,96.0,77.0,115.0,1
20171012192.0,,,,2
20171012193.0,,,,3
20171012194.0,,,,4
20171012201.0,96.0,77.0,115.0,1
20171012202.0,,,,2
20171012203.0,,,,3
20171012204.0,,,,4
20171012211.0,95.0,78.0,114.0,1
20171012212.0,,,,2
20171012213.0,,,,3
20171012214.0,,,,4
20171012221.0,95.0,76.0,113.0,1
20171012222.0,,,,2
20171012223.0,,,,3
20171012224.0,,,,4
20171012231.0,95.0,77.0,114.0,1
20171012232.0,,,,2
20171012233.0,,,,3
20171012234.0,,,,4
20171013001.0,95.0,76.0,113.0,1
20171013002.0,,,,2
20171013003.0,,,,3
20171013004.0,,,,4
20171013011.0,95.0,76.0,113.0,1
20171013012.0,,,,2
20171013013.0,,,,3
20171013014.0,,,,4
20171013021.0,95.0,78.0,114.0,1
20171013022.0,,,,2
20171013023.0,,,,3
20171013024.0,,,,4
20171013031.0,95.0,76.0,112.0,1
20171013032.0,,,,2
20171013033.0,,,,3
20171013034.0,,,,4
20171013041.0,95.0,77.0,114.0,1
20171013042.0,,,,2
20171013043.0,,,,3
20171013044.0,,,,4
20171013051.0,95.0,78.0,114.0,1
20171013052.0,,,,2
20171013053.0,,,,3
20171013054.0,,,,4
20171013061.0,94.0,75.0,113.0,1
20171013062.0,,,,2
20171013063.0,,,,3
20171013064.0,,,,4
20171013071.0,94.0,75.0,113.0,1
20171013072.0,,,,2
20171013073.0,,,,3
20171013074.0,,,,4
20171013081.0,94.0,77.0,112.0,1
20171013082.0,,,,2
20171013083.0,,,,3
20171013084.0,,,,4
20171013091.0,94.0,75.0,111.0,1
20171013092.0,,,,2
20171013093.0,,,,3
20171013094.0,,,,4
20171013101.0,94.0,74.0,113.0,1
20171013102.0,,,,2
20171013103.0,,,,3
20171013104.0,,,,4
20171013111.0,93.0,76.0,113.0,1
20171013112.0,,,,2
20171013113.0,,,,3
20171013114.0,,,,4
20171013121.0,93.0,75.0,112.0,1
20171013122.0,,,,2
20171013123.0,,,,3
20171013124.0,,,,4
20171013131.0,93.0,75.0,111.0,1
20171013132.0,,,,2
20171013133.0,,,,3
20171013134.0,,,,4
20171013141.0,92.0,74.0,111.0,1
20171013142.0,,,,2
20171013143.0,,,,3
20171013144.0,,,,4
20171013151.0,92.0,75.0,111.0,1
20171013152.0,,,,2
20171013153.0,,,,3
20171013154.0,,,,4
20171013161.0,92.0,75.0,110.0,1
20171013162.0,,,,2
20171013163.0,,,,3
20171013164.0,,,,4
20171013171.0,91.0,73.0,110.0,1
20171013172.0,,,,2
20171013173.0,,,,3
20171013174.0,,,,4
20171013181.0,91.0,74.0,110.0,1
20171013182.0,,,,2
20171013183.0,,,,3
20171013184.0,,,,4
20171013191.0,91.0,72.0,110.0,1
20171013192.0,,,,2
20171013193.0,,,,3
20171013194.0,,,,4
20171013201.0,90.0,71.0,108.0,1
20171013202.0,,,,2
20171013203.0,,,,3
20171013204.0,,,,4
20171013211.0,90.0,72.0,108.0,1
20171013212.0,,,,2
20171013213.0,,,,3
20171013214.0,,,,4
20171013221.0,89.0,72.0,108.0,1
20171013222.0,,,,2
20171013223.0,,,,3
20171013224.0,,,,4
20171013231.0,89.0,71.0,107.0,1
20171013232.0,,,,2
20171013233.0,,,,3
20171013234.0,,,,4
20171014001.0,88.0,69.0,106.0,1
20171014002.0,,,,2
20171014003.0,,,,3
20171014004.0,,,,4
20171014011.0,88.0,69.0,106.0,1
20171014012.0,,,,2
20171014013.0,,,,3
20171014014.0,,,,4
20171014021.0,87.0,68.0,106.0,1
20171014022.0,,,,2
20171014023.0,,,,3
20171014024.0,,,,4
20171014031.0,86.0,67.0,105.0,1
20171014032.0,,,,2
20171014033.0,,,,3
20171014034.0,,,,4
20171014041.0,86.0,67.0,104.0,1
20171014042.0,,,,2
20171014043.0,,,,3
20171014044.0,,,,4
20171014051.0,85.0,68.0,102.0,1
20171014052.0,,,,2
20171014053.0,,,,3
20171014054.0,,,,4
20171014061.0,85.0,66.0,102.0,1
20171014062.0,,,,2
20171014063.0,,,,3
20171014064.0,,,,4
20171014071.0,84.0,66.0,102.0,1
20171014072.0,,,,2
20171014073.0,,,,3
20171014074.0,,,,4
20171014081.0,83.0,64.0,101.0,1
20171014082.0,,,,2
20171014083.0,,,,3
20171014084.0,,,,4
20171014091.0,83.0,64.0,101.0,1
20171014092.0,,,,2
20171014093.0,,,,3
20171014094.0,,,,4
20171014101.0,82.0,63.0,100.0,1
20171014102.0,,,,2
20171014103.0,,,,3
20171014104.0,,,,4
20171014111.0,81.0,62.0,98.0,1
20171014112.0,,,,2
20171014113.0,,,,3
20171014114.0,,,,4
20171014121.0,81.0,61.0,99.0,1
20171014122.0,,,,2
20171014123.0,,,,3
20171014124.0,,,,4
20171014131.0,80.0,61.0,99.0,1
20171014132.0,,,,2
20171014133.0,,,,3
20171014134.0,,,,4
20171014141.0,79.0,61.0,98.0,1
20171014142.0,,,,2
20171014143.0,,,,3
20171014144.0,,,,4
20171014151.0,79.0,61.0,98.0,1
20171014152.0,,,,2
20171014153.0,,,,3
20171014154.0,,,,4
20171014161.0,78.0,60.0,97.0,1
20171014162.0,,,,2
20171014163.0,,,,3
20171014164.0,,,,4
20171014171.0,78.0,60.0,97.0,1
20171014172.0,,,,2
20171014173.0,,,,3
20171014174.0,,,,4
20171014181.0,77.0,59.0,96.0,1
20171014182.0,,,,2
20171014183.0,,,,3
20171014184.0,,,,4
20171014191.0,77.0,59.0,95.0,1
20171014192.0,,,,2
20171014193.0,,,,3
20171014194.0,,,,4
20171014201.0,76.0,58.0,94.0,1
20171014202.0,,,,2
20171014203.0,,,,3
20171014204.0,,,,4
20171014211.0,76.0,57.0,94.0,1
20171014212.0,,,,2
20171014213.0,,,,3
20171014214.0,,,,4
20171014221.0,76.0,58.0,95.0,1
20171014222.0,,,,2
20171014223.0,,,,3
20171014224.0,,,,4
20171014231.0,75.0,56.0,94.0,1
20171014232.0,,,,2
20171014233.0,,,,3
20171014234.0,,,,4
20171015001.0,75.0,56.0,93.0,1
20171015002.0,,,,2
20171015003.0,,,,3
20171015004.0,,,,4
20171015011.0,75.0,57.0,93.0,1
20171015012.0,,,,2
20171015013.0,,,,3
20171015014.0,,,,4
20171015021.0,75.0,56.0,93.0,1
20171015022.0,,,,2
20171015023.0,,,,3
20171015024.0,,,,4
20171015031.0,75.0,57.0,92.0,1
20171015032.0,,,,2
20171015033.0,,,,3
20171015034.0,,,,4
20171015041.0,75.0,55.0,92.0,1
20171015042.0,,,,2
20171015043.0,,,,3
20171015044.0,,,,4
20171015051.0,75.0,56.0,93.0,1
20171015052.0,,,,2
20171015053.0,,,,3
20171015054.0,,,,4
20171015061.0,75.0,55.0,92.0,1
20171015062.0,,,,2
20171015063.0,,,,3
20171015064.0,,,,4
20171015071.0,75.0,58.0,93.0,1
20171015072.0,,,,2
20171015073.0,,,,3
20171015074.0,,,,4
20171015081.0,75.0,55.0,93.0,1
20171015082.0,,,,2
20171015083.0,,,,3
20171015084.0,,,,4
20171015091.0,75.0,56.0,94.0,1
20171015092.0,,,,2
20171015093.0,,,,3
20171015094.0,,,,4
20171015101.0,76.0,57.0,93.0,1
20171015102.0,,,,2
20171015103.0,,,,3
20171015104.0,,,,4
20171015111.0,76.0,57.0,94.0,1
20171015112.0,,,,2
20171015113.0,,,,3
20171015114.0,,,,4
20171015121.0,77.0,58.0,95.0,1
20171015122.0,,,,2
20171015123.0,,,,3
20171015124.0,,,,4
20171015131.0,77.0,59.0,95.0,1
20171015132.0,,,,2
20171015133.0,,,,3
20171015134.0,,,,4
20171015141.0,78.0,58.0,97.0,1
20171015142.0,,,,2
20171015143.0,,,,3
20171015144.0,,,,4
20171015151.0,78.0,60.0,97.0,1
20171015152.0,,,,2
20171015153.0,,,,3
20171015154.0,,,,4
20171015161.0,79.0,61.0,99.0,1
20171015162.0,,,,2
20171015163.0,,,,3
20171015164.0,,,,4
20171015171.0,80.0,60.0,96.0,1
20171015172.0,,,,2
20171015173.0,,,,3
20171015174.0,,,,4
20171015181.0,80.0,62.0,100.0,1
20171015182.0,,,,2
20171015183.0,,,,3
20171015184.0,,,,4
20171015191.0,81.0,62.0,100.0,1
20171015192.0,,,,2
20171015193.0,,,,3
20171015194.0,,,,4
20171015201.0,82.0,64.0,102.0,1
20171015202.0,,,,2
20171015203.0,,,,3
20171015204.0,,,,4
20171015211.0,83.0,65.0,100.0,1
20171015212.0,,,,2
20171015213.0,,,,3
20171015214.0,,,,4
20171015221.0,83.0,65.0,101.0,1
20171015222.0,,,,2
20171015223.0,,,,3
20171015224.0,,,,4
20171015231.0,84.0,65.0,103.0,1
20171015232.0,,,,2
20171015233.0,,,,3
20171015234.0,,,,4
20171016001.0,85.0,66.0,102.0,1
20171016002.0,,,,2
20171016003.0,,,,3
20171016004.0,,,,4
20171016011.0,86.0,67.0,106.0,1
20171016012.0,,,,2
20171016013.0,,,,3
20171016014.0,,,,4
20171016021.0,87.0,70.0,105.0,1
20171016022.0,,,,2
20171016023.0,,,,3
20171016024.0,,,,4
20171016031.0,88.0,70.0,105.0,1
20171016032.0,,,,2
20171016033.0,,,,3
20171016034.0,,,,4
20171016041.0,88.0,70.0,106.0,1
20171016042.0,,,,2
20171016043.0,,,,3
20171016044.0,,,,4
20171016051.0,89.0,70.0,107.0,1
20171016052.0,,,,2
20171016053.0,,,,3
20171016054.0,,,,4
20171016061.0,90.0,72.0,108.0,1
20171016062.0,,,,2
20171016063.0,,,,3
20171016064.0,,,,4
20171016071.0,91.0,73.0,110.0,1
20171016072.0,,,,2
20171016073.0,,,,3
20171016074.0,,,,4
20171016081.0,92.0,73.0,110.0,1
20171016082.0,,,,2
20171016083.0,,,,3
20171016084.0,,,,4
20171016091.0,92.0,74.0,111.0,1
20171016092.0,,,,2
20171016093.0,,,,3
20171016094.0,,,,4
20171016101.0,93.0,75.0,112.0,1
20171016102.0,,,,2
20171016103.0,,,,3
20171016104.0,,,,4
20171016111.0,94.0,75.0,112.0,1
20171016112.0,,,,2
20171016113.0,,,,3
20171016114.0,,,,4
20171016121.0,94.0,75.0,113.0,1
20171016122.0,,,,2
20171016123.0,,,,3
20171016124.0,,,,4
20171016131.0,95.0,76.0,114.0,1
20171016132.0,,,,2
20171016133.0,,,,3
20171016134.0,,,,4
20171016141.0,95.0,77.0,114.0,1
20171016142.0,,,,2
20171016143.0,,,,3
20171016144.0,,,,4
20171016151.0,96.0,78.0,114.0,1
20171016152.0,,,,2
20171016153.0,,,,3
20171016154.0,,,,4
20171016161.0,96.0,77.0,115.0,1
20171016162.0,,,,2
20171016163.0,,,,3
20171016164.0,,,,4
20171016171.0,97.0,78.0,116.0,1
20171016172.0,,,,2
20171016173.0,,,,3
20171016174.0,,,,4
20171016181.0,97.0,79.0,115.0,1
20171016182.0,,,,2
20171016183.0,,,,3
20171016184.0,,,,4
20171016191.0,98.0,79.0,117.0,1
20171016192.0,,,,2
20171016193.0,,,,3
20171016194.0,,,,4
20171016201.0,98.0,79.0,116.0,1
20171016202.0,,,,2
20171016203.0,,,,3
20171016204.0,,,,4
20171016211.0,98.0,79.0,116.0,1
20171016212.0,,,,2
20171016213.0,,,,3
20171016214.0,,,,4
20171016221.0,98.0,80.0,116.0,1
20171016222.0,,,,2
20171016223.0,,,,3
20171016224.0,,,,4
20171016231.0,98.0,81.0,116.0,1
20171016232.0,,,,2
20171016233.0,,,,3
20171016234.0,,,,4
20171017001.0,99.0,80.0,118.0,1
20171017002.0,,,,2
20171017003.0,,,,3
20171017004.0,,,,4
20171017011.0,99.0,80.0,117.0,1
20171017012.0,,,,2
20171017013.0,,,,3
20171017014.0,,,,4
20171017021.0,99.0,79.0,118.0,1
20171017022.0,,,,2
20171017023.0,,,,3
20171017024.0,,,,4
20171017031.0,99.0,81.0,117.0,1
20171017032.0,,,,2
20171017033.0,,,,3
20171017034.0,,,,4
20171017041.0,99.0,79.0,117.0,1
20171017042.0,,,,2
20171017043.0,,,,3
20171017044.0,,,,4
20171017051.0,99.0,81.0,117.0,1
20171017052.0,,,,2
20171017053.0,,,,3
20171017054.0,,,,4
20171017061.0,99.0,81.0,117.0,1
20171017062.0,,,,2
20171017063.0,,,,3
20171017064.0,,,,4
20171017071.0,99.0,79.0,116.0,1
20171017072.0,,,,2
20171017073.0,,,,3
20171017074.0,,,,4
20171017081.0,98.0,79.0,116.0,1
20171017082.0,,,,2
20171017083.0,,,,3
20171017084.0,,,,4
20171017091.0,98.0,79.0,117.0,1
20171017092.0,,,,2
20171017093.0,,,,3
20171017094.0,,,,4
20171017101.0,98.0,79.0,115.0,1
20171017102.0,,,,2
20171017103.0,,,,3
20171017104.0,,,,4
20171017111.0,98.0,80.0,117.0,1
20171017112.0,,,,2
20171017113.0,,,,3
20171017114.0,,,,4
20171017121.0,98.0,80.0,116.0,1
20171017122.0,,,,2
20171017123.0,,,,3
20171017124.0,,,,4
20171017131.0,98.0,80.0,116.0,1
20171017132.0,,,,2
20171017133.0,,,,3
20171017134.0,,,,4
20171017141.0,98.0,79.0,117.0,1
20171017142.0,,,,2
20171017143.0,,,,3
20171017144.0,,,,4
20171017151.0,98.0,81.0,116.0,1
20171017152.0,,,,2
20171017153.0,,,,3
20171017154.0,,,,4
20171017161.0,97.0,80.0,116.0,1
20171017162.0,,,,2
20171017163.0,,,,3
20171017164.0,,,,4
20171017171.0,97.0,78.0,116.0,1
20171017172.0,,,,2
20171017173.0,,,,3
20171017174.0,,,,4
20171017181.0,97.0,79.0,114.0,1
20171017182.0,,,,2
20171017183.0,,,,3
20171017184.0,,,,4
20171017191.0,97.0,78.0,116.0,1
20171017192.0,,,,2
20171017193.0,,,,3
20171017194.0,,,,4
20171017201.0,97.0,78.0,115.0,1
20171017202.0,,,,2
20171017203.0,,,,3
20171017204.0,,,,4
20171017211.0,97.0,78.0,115.0,1
20171017212.0,,,,2
20171017213.0,,,,3
20171017214.0,,,,4
20171017221.0,97.0,78.0,115.0,1
20171017222.0,,,,2
20171017223.0,,,,3
20171017224.0,,,,4
20171017231.0,97.0,78.0,116.0,1
20171017232.0,,,,2
20171017233.0,,,,3
20171017234.0,,,,4
20171018001.0,97.0,79.0,116.0,1
20171018002.0,,,,2
20171018003.0,,,,3
20171018004.0,,,,4
20171018011.0,97.0,78.0,115.0,1
20171018012.0,,,,2
20171018013.0,,,,3
20171018014.0,,,,4
20171018021.0,97.0,77.0,114.0,1
20171018022.0,,,,2
20171018023.0,,,,3
20171018024.0,,,,4
20171018031.0,97.0,77.0,114.0,1
20171018032.0,,,,2
20171018033.0,,,,3
20171018034.0,,,,4
20171018041.0,97.0,77.0,116.0,1
20171018042.0,,,,2
20171018043.0,,,,3
20171018044.0,,,,4
20171018051.0,97.0,79.0,115.0,1
20171018052.0,,,,2
20171018053.0,,,,3
20171018054.0,,,,4
20171018061.0,97.0,79.0,115.0,1
20171018062.0,,,,2
20171018063.0,,,,3
20171018064.0,,,,4
20171018071.0,97.0,78.0,116.0,1
20171018072.0,,,,2
20171018073.0,,,,3
20171018074.0,,,,4
20171018081.0,97.0,78.0,116.0,1
20171018082.0,,,,2
20171018083.0,,,,3
20171018084.0,,,,4
20171018091.0,97.0,78.0,115.0,1
20171018092.0,,,,2
